"","X","일자","종가","대비","등락률","시가","고가","저가","거래량","거래대금","상장시가총액","미국금리","한국금리","월","연도"
"225",225,2009-11-19,1620.54,16.57,1.03,1608.94,1625.35,1608.58,281503,4792546,4619,0.25,2,11,2009
"226",226,2009-11-20,1620.6,0.06,0,1613.28,1624.9,1612.32,262293,3697537,4620,0.25,2,11,2009
"227",227,2009-11-23,1619.05,-1.55,-0.1,1623.8,1630.41,1611.73,256974,3459037,4617,0.25,2,11,2009
"228",228,2009-11-24,1606.42,-12.63,-0.78,1626.93,1627.11,1601.14,397850,4899768,4594,0.25,2,11,2009
"229",229,2009-11-25,1611.88,5.46,0.34,1608.83,1614.9,1599.08,287007,3494400,4605,0.25,2,11,2009
"230",230,2009-11-26,1599.52,-12.36,-0.77,1606.73,1621.21,1599.51,282560,4141726,4581,0.25,2,11,2009
"231",231,2009-11-27,1524.5,-75.02,-4.69,1574.56,1581.44,1519.4,389951,5495562,4489,0.25,2,11,2009
"232",232,2009-11-30,1555.6,31.1,2.04,1547.65,1566.51,1547.65,311492,4583797,4528,0.25,2,11,2009
"233",233,2009-12-01,1569.72,14.12,0.91,1550.35,1569.72,1541.09,304882,4579361,4542,0.25,2,12,2009
"234",234,2009-12-02,1591.63,21.91,1.4,1582.62,1597.12,1579.99,329366,4827791,4568,0.25,2,12,2009
"235",235,2009-12-03,1615,23.37,1.47,1597.31,1615,1594.5,282331,4435786,4611,0.25,2,12,2009
"236",236,2009-12-04,1624.76,9.76,0.6,1609.07,1629.8,1608.39,281880,4532396,4630,0.25,2,12,2009
"237",237,2009-12-07,1632.65,7.89,0.49,1633.3,1635.72,1625.44,267038,3938682,4649,0.25,2,12,2009
"238",238,2009-12-08,1627.78,-4.87,-0.3,1630.78,1638.22,1622.31,355532,3597214,4639,0.25,2,12,2009
"239",239,2009-12-09,1634.17,6.39,0.39,1615.65,1634.17,1609.81,354626,4601876,4656,0.25,2,12,2009
"240",240,2009-12-10,1652.73,18.56,1.14,1635.58,1652.73,1612.71,470001,7737585,4687,0.25,2,12,2009
"241",241,2009-12-11,1656.9,4.17,0.25,1650.57,1664.05,1641.54,438802,5455222,4697,0.25,2,12,2009
"242",242,2009-12-14,1664.77,7.87,0.47,1662.74,1664.85,1644.75,411975,5092968,4709,0.25,2,12,2009
"243",243,2009-12-15,1665.85,1.08,0.06,1659.77,1667.73,1657.85,366145,5061338,4712,0.25,2,12,2009
"244",244,2009-12-16,1664.24,-1.61,-0.1,1666.16,1670.1,1652.1,370484,4662827,4708,0.25,2,12,2009
"245",245,2009-12-17,1647.84,-16.4,-0.99,1663.65,1664.65,1647.66,376797,4327520,4685,0.25,2,12,2009
"246",246,2009-12-18,1647.04,-0.8,-0.05,1639.25,1651.02,1632.09,264014,4016693,4684,0.25,2,12,2009
"247",247,2009-12-21,1644.23,-2.81,-0.17,1646.32,1650.89,1637.23,288557,3881212,4678,0.25,2,12,2009
"248",248,2009-12-22,1655.54,11.31,0.69,1656.18,1658.1,1647.21,472134,3788239,4700,0.25,2,12,2009
"249",249,2009-12-23,1661.35,5.81,0.35,1661.44,1661.68,1654.87,371781,4028243,4704,0.25,2,12,2009
"250",250,2009-12-24,1682.34,20.99,1.26,1663.66,1687.08,1662.31,330905,4867741,4739,0.25,2,12,2009
"251",251,2009-12-28,1685.59,3.25,0.19,1695.19,1695.33,1679.56,389501,5826460,4748,0.25,2,12,2009
"252",252,2009-12-29,1672.48,-13.11,-0.78,1674.96,1683.05,1662.07,318035,4228352,4726,0.25,2,12,2009
"253",253,2009-12-30,1682.77,10.29,0.62,1670.19,1682.77,1661.11,326530,4285642,4740,0.25,2,12,2009
"254",254,2010-01-04,1696.14,13.37,0.79,1681.71,1696.14,1681.71,296548,4364596,4766,0.25,2,1,2010
"255",255,2010-01-05,1690.62,-5.52,-0.33,1701.62,1702.39,1686.45,408854,6830723,4752,0.25,2,1,2010
"256",256,2010-01-06,1705.32,14.7,0.87,1697.88,1706.89,1696.1,426040,6391017,4780,0.25,2,1,2010
"257",257,2010-01-07,1683.45,-21.87,-1.28,1702.92,1707.9,1683.45,462403,7498405,4741,0.25,2,1,2010
"258",258,2010-01-08,1695.26,11.81,0.7,1694.06,1695.26,1668.84,379952,6965073,4762,0.25,2,1,2010
"259",259,2010-01-11,1694.12,-1.14,-0.07,1700.79,1705.73,1694.12,407680,6952669,4756,0.25,2,1,2010
"260",260,2010-01-12,1698.64,4.52,0.27,1695.83,1701.16,1683.29,383755,5330059,4768,0.25,2,1,2010
"261",261,2010-01-13,1671.41,-27.23,-1.6,1683.51,1687.58,1671.11,361933,5286074,4719,0.25,2,1,2010
"262",262,2010-01-14,1685.77,14.36,0.86,1680.68,1692.78,1677.46,433753,6219871,4746,0.25,2,1,2010
"263",263,2010-01-15,1701.8,16.03,0.95,1694.65,1704.43,1686.12,415904,6485923,4773,0.25,2,1,2010
"264",264,2010-01-18,1711.78,9.98,0.59,1696.14,1716.62,1688.89,420752,6335015,4789,0.25,2,1,2010
"265",265,2010-01-19,1710.22,-1.56,-0.09,1719.41,1723.22,1706.73,384379,5700482,4787,0.25,2,1,2010
"266",266,2010-01-20,1714.38,4.16,0.24,1723.01,1723.01,1708.58,695737,7290025,4795,0.25,2,1,2010
"267",267,2010-01-21,1722.01,7.63,0.45,1700.53,1722.01,1695.18,543454,5803563,4806,0.25,2,1,2010
"268",268,2010-01-22,1684.35,-37.66,-2.19,1696.21,1706.09,1665.6,615073,6695897,4745,0.25,2,1,2010
"269",269,2010-01-25,1670.2,-14.15,-0.84,1662.77,1681.83,1660.58,585001,5838457,4720,0.25,2,1,2010
"270",270,2010-01-26,1637.34,-32.86,-1.97,1670.47,1671.66,1626.98,576949,6114373,4670,0.25,2,1,2010
"271",271,2010-01-27,1625.48,-11.86,-0.72,1641.88,1643.64,1620.55,446538,5760749,4642,0.25,2,1,2010
"272",272,2010-01-28,1642.43,16.95,1.04,1632.58,1649.46,1619.26,479612,5472747,4680,0.25,2,1,2010
"273",273,2010-01-29,1602.43,-40,-2.44,1621,1626.57,1595.39,473945,5729025,4604,0.25,2,1,2010
"274",274,2010-02-01,1606.44,4.01,0.25,1603.87,1611.99,1590.8,382241,5109265,4609,0.25,2,2,2010
"275",275,2010-02-02,1595.81,-10.63,-0.66,1618.6,1618.6,1591.24,434956,5008804,4592,0.25,2,2,2010
"276",276,2010-02-03,1615.02,19.21,1.2,1614.16,1618.86,1602.55,438152,4459113,4628,0.25,2,2,2010
"277",277,2010-02-04,1616.42,1.4,0.09,1615.48,1619.37,1607.87,396780,4093281,4631,0.25,2,2,2010
"278",278,2010-02-05,1567.12,-49.3,-3.05,1567.59,1575.16,1560.99,460774,4940524,4550,0.25,2,2,2010
"279",279,2010-02-08,1552.79,-14.33,-0.91,1565.24,1566.3,1548.78,445720,4182126,4532,0.25,2,2,2010
"280",280,2010-02-09,1570.49,17.7,1.14,1550.8,1571.96,1549.11,433885,4308484,4553,0.25,2,2,2010
"281",281,2010-02-10,1570.12,-0.37,-0.02,1578.83,1581.56,1565.79,436123,4184075,4552,0.25,2,2,2010
"282",282,2010-02-11,1597.81,27.69,1.76,1574.95,1600.41,1574.77,393756,4404076,4596,0.25,2,2,2010
"283",283,2010-02-12,1593.66,-4.15,-0.26,1595.95,1598.41,1577.89,292261,4240413,4588,0.25,2,2,2010
"284",284,2010-02-16,1601.05,7.39,0.46,1589.97,1608.86,1586.87,275272,2731491,4602,0.25,2,2,2010
"285",285,2010-02-17,1627.43,26.38,1.65,1619.04,1628.31,1618.27,383623,4105201,4660,0.25,2,2,2010
"286",286,2010-02-18,1621.19,-6.24,-0.38,1630.89,1631.71,1618.81,313983,3281797,4643,0.25,2,2,2010
"287",287,2010-02-19,1593.9,-27.29,-1.68,1611.09,1623.25,1592.92,345773,3775988,4589,0.25,2,2,2010
"288",288,2010-02-22,1627.1,33.2,2.08,1617.16,1630.51,1617.16,307160,3453093,4658,0.25,2,2,2010
"289",289,2010-02-23,1628.9,1.8,0.11,1626.75,1630.45,1616.04,352019,3519764,4663,0.25,2,2,2010
"290",290,2010-02-24,1612.83,-16.07,-0.99,1616.55,1618.46,1606.24,390679,3892377,4624,0.25,2,2,2010
"291",291,2010-02-25,1587.51,-25.32,-1.57,1620.25,1621.84,1582.22,403210,4004938,4575,0.25,2,2,2010
"292",292,2010-02-26,1594.58,7.07,0.45,1593.73,1596.55,1580.7,331755,3201772,4591,0.25,2,2,2010
"293",293,2010-03-02,1615.12,20.54,1.29,1612.43,1620.15,1608.97,415101,4193884,4629,0.25,2,3,2010
"294",294,2010-03-03,1622.44,7.32,0.45,1615.25,1622.63,1611.35,403469,3292850,4645,0.25,2,3,2010
"295",295,2010-03-04,1618.2,-4.24,-0.26,1625.35,1631.1,1612.47,383044,3308671,4635,0.25,2,3,2010
"296",296,2010-03-05,1634.57,16.37,1.01,1624.8,1634.57,1624.74,344079,3452621,4674,0.25,2,3,2010
"297",297,2010-03-08,1660.04,25.47,1.56,1653.54,1660.28,1649.67,367811,4866114,4711,0.25,2,3,2010
"298",298,2010-03-09,1660.83,0.79,0.05,1657.94,1661.26,1653.98,634706,4558556,4713,0.25,2,3,2010
"299",299,2010-03-10,1662.24,1.41,0.08,1662,1662.88,1653.69,500081,3945320,4715,0.25,2,3,2010
"300",300,2010-03-11,1656.62,-5.62,-0.34,1670.82,1672.48,1656.48,529002,4806846,4703,0.25,2,3,2010
"301",301,2010-03-12,1662.74,6.12,0.37,1666.59,1666.86,1653.03,369512,3777675,4716,0.25,2,3,2010
"302",302,2010-03-15,1649.5,-13.24,-0.8,1663.86,1667.44,1643.51,343806,3425406,4698,0.25,2,3,2010
"303",303,2010-03-16,1648.01,-1.49,-0.09,1654.52,1655.27,1642.86,512564,5005137,4694,0.25,2,3,2010
"304",304,2010-03-17,1682.86,34.85,2.11,1663.3,1682.86,1659.64,606001,5772909,4779,0.25,2,3,2010
"305",305,2010-03-18,1675.17,-7.69,-0.46,1679.21,1687.7,1675.1,434503,4798832,4764,0.25,2,3,2010
"306",306,2010-03-19,1686.11,10.94,0.65,1682.52,1687.68,1677.62,441810,4287876,4781,0.25,2,3,2010
"307",307,2010-03-22,1672.67,-13.44,-0.8,1678.51,1680.94,1664.88,347596,3838605,4755,0.25,2,3,2010
"308",308,2010-03-23,1681.82,9.15,0.55,1685.07,1689.46,1677.91,414287,4773022,4775,0.25,2,3,2010
"309",309,2010-03-24,1681.01,-0.81,-0.05,1693.56,1695.03,1678.07,371518,4536119,4774,0.25,2,3,2010
"310",310,2010-03-25,1688.39,7.38,0.44,1680.42,1688.39,1677.05,389686,4558932,4786,0.25,2,3,2010
"311",311,2010-03-26,1697.72,9.33,0.55,1683.96,1699.94,1680.91,397620,4166334,4800,0.25,2,3,2010
"312",312,2010-03-29,1691.99,-5.73,-0.34,1681.99,1699.81,1681.44,339607,4205866,4793,0.25,2,3,2010
"313",313,2010-03-30,1700.19,8.2,0.48,1705.51,1705.57,1693.83,321044,4820641,4804,0.25,2,3,2010
"314",314,2010-03-31,1692.85,-7.34,-0.43,1702.58,1704.81,1689.92,328321,4847301,4794,0.25,2,3,2010
"315",315,2010-04-01,1719.17,26.32,1.55,1695.3,1719.74,1695.3,296992,6003365,4833,0.25,2,4,2010
"316",316,2010-04-02,1723.49,4.32,0.25,1723.29,1725.39,1715.56,355088,6354412,4840,0.25,2,4,2010
"317",317,2010-04-05,1724.99,1.5,0.09,1728.27,1731,1711.16,426894,5685854,4846,0.25,2,4,2010
"318",318,2010-04-06,1726.09,1.1,0.06,1732.98,1732.98,1719.14,420897,4875479,4848,0.25,2,4,2010
"319",319,2010-04-07,1726.6,0.51,0.03,1725.31,1729.23,1722.19,399748,5655321,4850,0.25,2,4,2010
"320",320,2010-04-08,1733.78,7.18,0.42,1722.13,1733.78,1719.51,362550,4745542,4867,0.25,2,4,2010
"321",321,2010-04-09,1724.47,-9.31,-0.54,1735,1737.45,1710.11,452531,6130542,4843,0.25,2,4,2010
"322",322,2010-04-12,1710.3,-14.17,-0.82,1730.37,1733.3,1707.92,416640,5918395,4818,0.25,2,4,2010
"323",323,2010-04-13,1710.59,0.29,0.02,1714.96,1716.09,1699.58,369616,4454842,4820,0.25,2,4,2010
"324",324,2010-04-14,1735.33,24.74,1.45,1720.42,1735.33,1720.42,431591,5802524,4865,0.25,2,4,2010
"325",325,2010-04-15,1743.91,8.58,0.49,1745.52,1747.38,1729.59,464868,6933972,4880,0.25,2,4,2010
"326",326,2010-04-16,1734.49,-9.42,-0.54,1742.24,1743.65,1723.28,381109,5092817,4862,0.25,2,4,2010
"327",327,2010-04-19,1705.3,-29.19,-1.68,1708.39,1720.03,1700.69,367560,4389101,4812,0.25,2,4,2010
"328",328,2010-04-20,1718.03,12.73,0.75,1715.83,1721.36,1710.18,522273,4990814,4829,0.25,2,4,2010
"329",329,2010-04-21,1747.58,29.55,1.72,1730.37,1748.19,1729.77,535040,6077583,4890,0.25,2,4,2010
"330",330,2010-04-22,1739.52,-8.06,-0.46,1737.29,1740.04,1727.61,528081,5823184,4870,0.25,2,4,2010
"331",331,2010-04-23,1737.03,-2.49,-0.14,1747.92,1748.46,1732.88,463207,5536085,4868,0.25,2,4,2010
"332",332,2010-04-26,1752.2,15.17,0.87,1745.98,1757.76,1745.8,420566,5250249,4898,0.25,2,4,2010
"333",333,2010-04-27,1749.55,-2.65,-0.15,1748.84,1756.15,1742.27,432378,5538538,4894,0.25,2,4,2010
"334",334,2010-04-28,1733.91,-15.64,-0.89,1716.17,1733.91,1714.53,399810,6540808,4860,0.25,2,4,2010
"335",335,2010-04-29,1728.42,-5.49,-0.32,1738.77,1738.77,1720.67,446710,6562016,4856,0.25,2,4,2010
"336",336,2010-04-30,1741.56,13.14,0.76,1742.32,1749.69,1739.81,412070,6702966,4886,0.25,2,4,2010
"337",337,2010-05-03,1721.21,-20.35,-1.17,1735.68,1740.15,1709.81,414096,5509842,4839,0.25,2,5,2010
"338",338,2010-05-04,1718.75,-2.46,-0.14,1730.57,1734.47,1714.17,380986,5364320,4838,0.25,2,5,2010
"339",339,2010-05-06,1684.71,-34.04,-1.98,1679.79,1689.16,1674.11,448574,6360484,4788,0.25,2,5,2010
"340",340,2010-05-07,1647.5,-37.21,-2.21,1632.45,1658.3,1625.83,456385,7459775,4724,0.25,2,5,2010
"341",341,2010-05-10,1677.63,30.13,1.83,1661.61,1679.58,1654.41,383504,5562984,4777,0.25,2,5,2010
"342",342,2010-05-11,1670.24,-7.39,-0.44,1692.4,1692.4,1661.71,457059,6506293,4760,0.25,2,5,2010
"343",343,2010-05-12,1663.03,-7.21,-0.43,1678.79,1680.16,1657.67,453193,7312864,4816,0.25,2,5,2010
"344",344,2010-05-13,1694.58,31.55,1.9,1683.76,1700,1682.91,400383,6029729,4878,0.25,2,5,2010
"345",345,2010-05-14,1695.63,1.05,0.06,1685.75,1699.59,1677.44,432900,6908005,4885,0.25,2,5,2010
"346",346,2010-05-17,1651.51,-44.12,-2.6,1668.57,1673.01,1644.71,402483,7136386,4803,0.25,2,5,2010
"347",347,2010-05-18,1643.24,-8.27,-0.5,1662.31,1663.15,1629.35,493335,6827672,4791,0.25,2,5,2010
"348",348,2010-05-19,1630.08,-13.16,-0.8,1621.32,1630.31,1601.54,417503,6758714,4776,0.25,2,5,2010
"349",349,2010-05-20,1600.18,-29.9,-1.83,1624.17,1640.47,1591.93,358176,6560697,4721,0.25,2,5,2010
"350",350,2010-05-24,1604.93,4.75,0.3,1589.83,1612.91,1585.62,270820,4799504,4733,0.25,2,5,2010
"351",351,2010-05-25,1560.83,-44.1,-2.75,1585.17,1585.6,1532.68,475232,6847295,4650,0.25,2,5,2010
"352",352,2010-05-26,1582.12,21.29,1.36,1575.29,1582.12,1549.65,358160,6577114,4692,0.25,2,5,2010
"353",353,2010-05-27,1607.5,25.38,1.6,1565.59,1611.59,1565.4,357562,6215660,4734,0.25,2,5,2010
"354",354,2010-05-28,1622.78,15.28,0.95,1630.14,1630.18,1606.76,315905,5978492,4761,0.25,2,5,2010
"355",355,2010-05-31,1641.25,18.47,1.14,1625.08,1641.25,1621.09,299379,4431497,4797,0.25,2,5,2010
"356",356,2010-06-01,1630.4,-10.85,-0.66,1634.55,1643.08,1623.4,314095,4900311,4778,0.25,2,6,2010
"357",357,2010-06-03,1661.84,31.44,1.93,1643.74,1663.67,1641.77,308760,5180057,4824,0.25,2,6,2010
"358",358,2010-06-04,1664.13,2.29,0.14,1660.99,1670.94,1658.52,286093,5138448,4828,0.25,2,6,2010
"359",359,2010-06-07,1637.97,-26.16,-1.57,1628.06,1638.88,1618.57,300882,4872723,4790,0.25,2,6,2010
"360",360,2010-06-08,1651.48,13.51,0.82,1635.01,1656.37,1630.43,280288,4997058,4809,0.25,2,6,2010
"361",361,2010-06-09,1647.22,-4.26,-0.26,1653.12,1655.61,1638.38,315107,5476071,4802,0.25,2,6,2010
"362",362,2010-06-10,1651.7,4.48,0.27,1651.92,1662.32,1643.71,307927,5423395,4811,0.25,2,6,2010
"363",363,2010-06-11,1675.34,23.64,1.43,1674.61,1681.7,1662.75,369418,5402053,4851,0.25,2,6,2010
"364",364,2010-06-14,1690.6,15.26,0.91,1683.29,1698.21,1681.95,373941,4737544,4889,0.25,2,6,2010
"365",365,2010-06-15,1690.03,-0.57,-0.03,1687.85,1696.74,1684.52,347778,4713055,4887,0.25,2,6,2010
"366",366,2010-06-16,1705.33,15.3,0.91,1707.98,1710.57,1694.92,379960,5512488,4917,0.25,2,6,2010
"367",367,2010-06-17,1707.92,2.59,0.15,1707.29,1711.48,1701.28,369769,5598360,4920,0.25,2,6,2010
"368",368,2010-06-18,1711.95,4.03,0.24,1710.4,1712.35,1701.92,293742,4554904,4922,0.25,2,6,2010
"369",369,2010-06-21,1739.68,27.73,1.62,1728.37,1741.48,1723.77,391909,5991423,4960,0.25,2,6,2010
"370",370,2010-06-22,1731.48,-8.2,-0.47,1727.96,1734.42,1723.96,404657,5313986,4942,0.25,2,6,2010
"371",371,2010-06-23,1725.82,-5.66,-0.33,1722.52,1731.78,1721.41,371812,5010100,4936,0.25,2,6,2010
"372",372,2010-06-24,1739.87,14.05,0.81,1724.85,1739.87,1721.72,313775,4445509,4956,0.25,2,6,2010
"373",373,2010-06-25,1729.84,-10.03,-0.58,1721.53,1733.7,1719.08,303712,4700317,4940,0.25,2,6,2010
"374",374,2010-06-28,1732.03,2.19,0.13,1734.53,1735.27,1726.25,346985,4035147,4943,0.25,2,6,2010
"375",375,2010-06-29,1707.76,-24.27,-1.4,1735.31,1739.97,1703.47,381278,4962841,4918,0.25,2,6,2010
"376",376,2010-06-30,1698.29,-9.47,-0.55,1678.54,1699.55,1675.47,341735,5402907,4904,0.25,2,6,2010
"377",377,2010-07-01,1686.24,-12.05,-0.71,1687,1693.9,1664.54,327662,5830574,4874,0.25,2,7,2010
"378",378,2010-07-02,1671.82,-14.42,-0.86,1688.95,1693.75,1667.38,344945,5546653,4844,0.25,2,7,2010
"379",379,2010-07-05,1675.37,3.55,0.21,1675.43,1680.39,1664.22,356620,4188329,4854,0.25,2,7,2010
"380",380,2010-07-06,1684.94,9.57,0.57,1664.87,1684.94,1650.3,337490,4913935,4875,0.25,2,7,2010
"381",381,2010-07-07,1675.65,-9.29,-0.55,1685.77,1685.77,1668.61,345702,4631633,4853,0.25,2,7,2010
"382",382,2010-07-08,1698.64,22.99,1.37,1699.17,1702.65,1692.93,330725,5115965,4905,0.25,2,7,2010
"383",383,2010-07-09,1723.01,24.37,1.43,1708.72,1723.14,1697.61,471781,5582673,4935,0.25,2.25,7,2010
"384",384,2010-07-12,1734.05,11.04,0.64,1731.73,1734.05,1724.6,345884,4677173,4948,0.25,2.25,7,2010
"385",385,2010-07-13,1735.08,1.03,0.06,1737.92,1750.48,1732.85,412054,5669972,4953,0.25,2.25,7,2010
"386",386,2010-07-14,1758.01,22.93,1.32,1754.43,1764.81,1754.12,534459,8079352,4985,0.25,2.25,7,2010
"387",387,2010-07-15,1751.29,-6.72,-0.38,1754.71,1759.19,1748.98,392853,5571613,4980,0.25,2.25,7,2010
"388",388,2010-07-16,1738.45,-12.84,-0.73,1751.2,1754.28,1736.66,376493,6033762,4963,0.25,2.25,7,2010
"389",389,2010-07-19,1731.95,-6.5,-0.37,1719.14,1737.9,1717.97,282114,4550744,4945,0.25,2.25,7,2010
"390",390,2010-07-20,1736.77,4.82,0.28,1727.38,1740.82,1724.6,308028,4875406,4958,0.25,2.25,7,2010
"391",391,2010-07-21,1748.78,12.01,0.69,1752.69,1755.66,1740.11,375929,5856048,4977,0.25,2.25,7,2010
"392",392,2010-07-22,1735.53,-13.25,-0.76,1744.7,1752.58,1732.49,405179,7179374,4955,0.25,2.25,7,2010
"393",393,2010-07-23,1758.06,22.53,1.3,1756.38,1760.62,1745.04,372764,7037711,4987,0.25,2.25,7,2010
"394",394,2010-07-26,1769.07,11.01,0.63,1760.1,1774.05,1758.99,320599,5166245,5003,0.25,2.25,7,2010
"395",395,2010-07-27,1768.31,-0.76,-0.04,1775.47,1778.72,1765.42,361543,5845757,5002,0.25,2.25,7,2010
"396",396,2010-07-28,1773.47,5.16,0.29,1773.69,1775.82,1764.54,325704,5262638,5007,0.25,2.25,7,2010
"397",397,2010-07-29,1770.88,-2.59,-0.15,1770.44,1776.96,1767.96,348622,5440527,5005,0.25,2.25,7,2010
"398",398,2010-07-30,1759.33,-11.55,-0.65,1768.24,1774.74,1754.58,370940,5341377,4993,0.25,2.25,7,2010
"399",399,2010-08-02,1782.27,22.94,1.3,1771.38,1784.1,1767.6,332860,5819380,5021,0.25,2.25,8,2010
"400",400,2010-08-03,1790.6,8.33,0.47,1796,1796.28,1784.57,349328,5613675,5033,0.25,2.25,8,2010
"401",401,2010-08-04,1789.26,-1.34,-0.07,1795.23,1795.23,1774.48,335353,5785528,5031,0.25,2.25,8,2010
"402",402,2010-08-05,1783.86,-5.4,-0.3,1796.63,1797.42,1773.49,338135,6250711,5024,0.25,2.25,8,2010
"403",403,2010-08-06,1783.83,-0.03,0,1782.47,1785.98,1769.46,336264,5690651,5023,0.25,2.25,8,2010
"404",404,2010-08-09,1790.17,6.34,0.36,1779.38,1790.21,1776.72,290699,4133761,5030,0.25,2.25,8,2010
"405",405,2010-08-10,1781.13,-9.04,-0.5,1792.12,1794.55,1779.57,301059,4965797,5018,0.25,2.25,8,2010
"406",406,2010-08-11,1758.19,-22.94,-1.29,1775.34,1776.99,1754.18,380356,5459258,4991,0.25,2.25,8,2010
"407",407,2010-08-12,1721.75,-36.44,-2.07,1731.34,1742.8,1721.75,359759,5414134,4939,0.25,2.25,8,2010
"408",408,2010-08-13,1746.24,24.49,1.42,1731.15,1747.11,1725.24,278600,4474350,4978,0.25,2.25,8,2010
"409",409,2010-08-16,1743.31,-2.93,-0.17,1735.36,1746.02,1716.86,314462,4185652,4974,0.25,2.25,8,2010
"410",410,2010-08-17,1755.03,11.72,0.67,1737.36,1757.22,1734.51,426997,4547668,4988,0.25,2.25,8,2010
"411",411,2010-08-18,1761.99,6.96,0.4,1763.84,1765.01,1753.68,371485,5021971,4997,0.25,2.25,8,2010
"412",412,2010-08-19,1779.64,17.65,1,1763.6,1781.07,1762.98,344946,5249783,5017,0.25,2.25,8,2010
"413",413,2010-08-20,1775.54,-4.1,-0.23,1769.02,1776.35,1765.58,362004,5128307,5011,0.25,2.25,8,2010
"414",414,2010-08-23,1767.71,-7.83,-0.44,1780.59,1788.71,1766.77,330335,5313811,5004,0.25,2.25,8,2010
"415",415,2010-08-24,1760.53,-7.18,-0.41,1757.1,1771.76,1749.11,401705,5154349,4995,0.25,2.25,8,2010
"416",416,2010-08-25,1734.79,-25.74,-1.46,1745.77,1753.57,1734.79,346278,4777175,4962,0.25,2.25,8,2010
"417",417,2010-08-26,1729.76,-5.03,-0.29,1744.08,1744.4,1729.76,303049,4639292,4949,0.25,2.25,8,2010
"418",418,2010-08-27,1729.56,-0.2,-0.01,1724,1732.84,1719.2,245581,4090190,4950,0.25,2.25,8,2010
"419",419,2010-08-30,1760.13,30.57,1.77,1749.02,1760.35,1746.21,247358,3958870,4994,0.25,2.25,8,2010
"420",420,2010-08-31,1742.75,-17.38,-0.99,1746.85,1752.07,1736.23,289492,5079126,4972,0.25,2.25,8,2010
"421",421,2010-09-01,1764.69,21.94,1.26,1751.96,1767.21,1748.3,305273,5867851,5000,0.25,2.25,9,2010
"422",422,2010-09-02,1775.73,11.04,0.63,1783.22,1783.85,1767.67,292784,5685857,5012,0.25,2.25,9,2010
"423",423,2010-09-03,1780.02,4.29,0.24,1780.8,1786.04,1774.95,312016,6057612,5016,0.25,2.25,9,2010
"424",424,2010-09-06,1792.42,12.4,0.7,1791.76,1794.07,1784.49,328107,5458249,5035,0.25,2.25,9,2010
"425",425,2010-09-07,1787.74,-4.68,-0.26,1792.07,1796.5,1786.37,316856,4837178,5029,0.25,2.25,9,2010
"426",426,2010-09-08,1779.22,-8.52,-0.48,1780.48,1785.48,1770.78,322531,5004817,5015,0.25,2.25,9,2010
"427",427,2010-09-09,1784.36,5.14,0.29,1786.83,1790.47,1775.07,367865,6096389,5026,0.25,2.25,9,2010
"428",428,2010-09-10,1802.58,18.22,1.02,1792.75,1808.18,1791.95,340652,5591152,5040,0.25,2.25,9,2010
"429",429,2010-09-13,1818.86,16.28,0.9,1812.03,1819.12,1807.59,386840,6867751,15,0.25,2.25,9,2010
"430",430,2010-09-14,1815.25,-3.61,-0.2,1824.78,1827.03,1810.78,387030,6878189,10,0.25,2.25,9,2010
"431",431,2010-09-15,1823.88,8.63,0.48,1817.3,1827,1813.09,338940,6657851,19,0.25,2.25,9,2010
"432",432,2010-09-16,1811.85,-12.03,-0.66,1822.35,1824.61,1811.85,336254,5965157,6,0.25,2.25,9,2010
"433",433,2010-09-17,1827.35,15.5,0.86,1823.64,1828.54,1812.05,317384,6832277,24,0.25,2.25,9,2010
"434",434,2010-09-20,1832.63,5.28,0.29,1821.52,1833.78,1818.6,242696,4218241,27,0.25,2.25,9,2010
"435",435,2010-09-24,1846.6,13.97,0.76,1830.22,1846.6,1825.8,274233,5673686,37,0.25,2.25,9,2010
"436",436,2010-09-27,1860.83,14.23,0.77,1856.42,1862.03,1851.97,383634,7005346,56,0.25,2.25,9,2010
"437",437,2010-09-28,1855.97,-4.86,-0.26,1859.04,1862.72,1852.52,357138,6445292,49,0.25,2.25,9,2010
"438",438,2010-09-29,1866.45,10.48,0.56,1865.27,1873.79,1864.43,359928,7338218,62,0.25,2.25,9,2010
"439",439,2010-09-30,1872.81,6.36,0.34,1870.21,1872.81,1861.18,353547,6297980,74,0.25,2.25,9,2010
"440",440,2010-10-01,1876.73,3.92,0.21,1872.39,1884,1868.9,366197,6920430,79,0.25,2.25,10,2010
"441",441,2010-10-04,1879.29,2.56,0.14,1884.49,1889.5,1875.93,392497,7256261,87,0.25,2.25,10,2010
"442",442,2010-10-05,1878.94,-0.35,-0.02,1874.1,1885,1868.89,342730,6442690,84,0.25,2.25,10,2010
"443",443,2010-10-06,1903.95,25.01,1.33,1897.07,1905.73,1894.02,392055,7703166,134,0.25,2.25,10,2010
"444",444,2010-10-07,1900.85,-3.1,-0.16,1901.2,1906.02,1893.14,398965,7624706,124,0.25,2.25,10,2010
"445",445,2010-10-08,1897.07,-3.78,-0.2,1900.86,1900.86,1887.98,374068,7124179,116,0.25,2.25,10,2010
"446",446,2010-10-11,1889.91,-7.16,-0.38,1908.55,1909.01,1885.08,341188,6186663,101,0.25,2.25,10,2010
"447",447,2010-10-12,1868.04,-21.87,-1.16,1892.27,1893.13,1857.93,315470,5929050,67,0.25,2.25,10,2010
