"","X","일자","종가","대비","등락률","시가","고가","저가","거래량","거래대금","상장시가총액","미국금리","한국금리","월","연도"
"2782",2782,2020-04-01,1685.46,-69.18,-3.94,1737.28,1762.44,1685.37,1243591,12110507,477,0.25,0.75,4,2020
"2783",2783,2020-04-02,1724.86,39.4,2.34,1693.53,1726.76,1664.13,766313,10152245,695,0.25,0.75,4,2020
"2784",2784,2020-04-03,1725.44,0.58,0.03,1731.17,1743.91,1706.68,1000087,10153714,703,0.25,0.75,4,2020
"2785",2785,2020-04-06,1791.88,66.44,3.85,1745.25,1794.19,1742.67,1219389,10957483,1034,0.25,0.75,4,2020
"2786",2786,2020-04-07,1823.6,31.72,1.77,1826.72,1838.97,1791.92,951739,11628936,1149,0.25,0.75,4,2020
"2787",2787,2020-04-08,1807.14,-16.46,-0.9,1815.75,1842.16,1801.8,907494,11126542,1103,0.25,0.75,4,2020
"2788",2788,2020-04-09,1836.21,29.07,1.61,1838.09,1839.33,1818.3,920571,10517359,1188,0.25,0.75,4,2020
"2789",2789,2020-04-10,1860.7,24.49,1.33,1835.76,1861.1,1824.43,992548,12009989,1276,0.25,0.75,4,2020
"2790",2790,2020-04-13,1825.76,-34.94,-1.88,1853.3,1853.3,1825.76,1017752,9516704,1156,0.25,0.75,4,2020
"2791",2791,2020-04-14,1857.08,31.32,1.72,1846.41,1864.46,1837.17,886766,9995854,1263,0.25,0.75,4,2020
"2792",2792,2020-04-16,1857.07,-0.01,0,1839.51,1862.23,1828.13,878338,10710793,1262,0.25,0.75,4,2020
"2793",2793,2020-04-17,1914.53,57.46,3.09,1893.31,1926.02,1893.19,1667460,14127722,1472,0.25,0.75,4,2020
"2794",2794,2020-04-20,1898.36,-16.17,-0.84,1908.34,1925.25,1893.17,1087463,11915932,1409,0.25,0.75,4,2020
"2795",2795,2020-04-21,1879.38,-18.98,-1,1886.78,1898.32,1841.66,1174294,13863164,1328,0.25,0.75,4,2020
"2796",2796,2020-04-22,1896.15,16.77,0.89,1855.51,1897.9,1844.85,820360,9428673,1393,0.25,0.75,4,2020
"2797",2797,2020-04-23,1914.73,18.58,0.98,1907.45,1923.53,1895.98,683720,9124272,1468,0.25,0.75,4,2020
"2798",2798,2020-04-24,1889.01,-25.72,-1.34,1906.07,1908.29,1880.71,933917,9647344,1372,0.25,0.75,4,2020
"2799",2799,2020-04-27,1922.77,33.76,1.79,1897.06,1929.82,1894.62,735663,8171669,1499,0.25,0.75,4,2020
"2800",2800,2020-04-28,1934.09,11.32,0.59,1931.25,1941.79,1911.63,1173476,10375078,1531,0.25,0.75,4,2020
"2801",2801,2020-04-29,1947.56,13.47,0.7,1936.89,1957.51,1934.31,1984182,10525129,1570,0.25,0.75,4,2020
"2802",2802,2020-05-04,1895.37,-52.19,-2.68,1906.42,1918.66,1894.29,1146855,10261902,1390,0.25,0.75,5,2020
"2803",2803,2020-05-06,1928.76,33.39,1.76,1919.45,1928.76,1902.55,1082527,8550701,1513,0.25,0.75,5,2020
"2804",2804,2020-05-07,1928.61,-0.15,-0.01,1922,1938.5,1918.57,775658,7383335,1510,0.25,0.75,5,2020
"2805",2805,2020-05-08,1945.82,17.21,0.89,1944.94,1956.89,1942.54,784773,7941568,1559,0.25,0.75,5,2020
"2806",2806,2020-05-11,1935.4,-10.42,-0.54,1953.51,1960.46,1932.87,591283,7752761,1533,0.25,0.75,5,2020
"2807",2807,2020-05-12,1922.17,-13.23,-0.68,1938.62,1938.62,1905.17,799930,9681897,1486,0.25,0.75,5,2020
"2808",2808,2020-05-13,1940.42,18.25,0.95,1897.5,1940.42,1897.24,618784,9012308,1545,0.25,0.75,5,2020
"2809",2809,2020-05-14,1924.96,-15.46,-0.8,1922.44,1931.43,1913.49,760646,9469021,1493,0.25,0.75,5,2020
"2810",2810,2020-05-15,1927.28,2.32,0.12,1937.63,1938.59,1913.21,866357,9723313,1504,0.25,0.75,5,2020
"2811",2811,2020-05-18,1937.11,9.83,0.51,1934.51,1943.07,1921.14,761696,9394307,1539,0.25,0.75,5,2020
"2812",2812,2020-05-19,1980.61,43.5,2.25,1977.47,1983.77,1968.59,773415,11918300,1629,0.25,0.75,5,2020
"2813",2813,2020-05-20,1989.64,9.03,0.46,1972.12,1992.2,1972.12,699447,8248632,1646,0.25,0.75,5,2020
"2814",2814,2020-05-21,1998.31,8.67,0.44,2003.2,2004.95,1993,601199,8636998,1668,0.25,0.75,5,2020
"2815",2815,2020-05-22,1970.13,-28.18,-1.41,2001.6,2002.65,1961.4,847467,9509772,1624,0.25,0.75,5,2020
"2816",2816,2020-05-25,1994.6,24.47,1.24,1980.51,1994.9,1967.84,641459,7960325,1661,0.25,0.75,5,2020
"2817",2817,2020-05-26,2029.78,35.18,1.76,2001,2029.89,1997.94,1017804,12545314,1730,0.25,0.75,5,2020
"2818",2818,2020-05-27,2031.2,1.42,0.07,2027.9,2043.44,2019.82,1178848,12635098,1731,0.25,0.75,5,2020
"2819",2819,2020-05-28,2028.54,-2.66,-0.13,2047.08,2054.52,2003.75,1172134,14479213,1727,0.25,0.5,5,2020
"2820",2820,2020-05-29,2029.6,1.06,0.05,2018.37,2038.89,2006.62,1086215,14084590,1729,0.25,0.5,5,2020
"2821",2821,2020-06-01,2065.08,35.48,1.75,2037.04,2065.38,2035.63,997348,9839657,1789,0.25,0.5,6,2020
"2822",2822,2020-06-02,2087.19,22.11,1.07,2061.45,2089.43,2059.14,1000332,10232917,1856,0.25,0.5,6,2020
"2823",2823,2020-06-03,2147,59.81,2.87,2108.55,2156.55,2107.69,1152001,16998832,1968,0.25,0.5,6,2020
"2824",2824,2020-06-04,2151.18,4.18,0.19,2181.64,2191,2139.68,1393308,16034002,1977,0.25,0.5,6,2020
"2825",2825,2020-06-05,2181.87,30.69,1.43,2151.17,2187.25,2138.18,854591,12778906,2021,0.25,0.5,6,2020
"2826",2826,2020-06-08,2184.29,2.42,0.11,2215.6,2217.21,2174.96,854035,13145519,2026,0.25,0.5,6,2020
"2827",2827,2020-06-09,2188.92,4.63,0.21,2206.23,2212.17,2166.01,817085,14689861,2035,0.25,0.5,6,2020
"2828",2828,2020-06-10,2195.69,6.77,0.31,2187.91,2200.68,2178.12,706294,12888183,2047,0.25,0.5,6,2020
"2829",2829,2020-06-11,2176.78,-18.91,-0.86,2184.36,2200.72,2148.51,827381,16987058,2017,0.25,0.5,6,2020
"2830",2830,2020-06-12,2132.3,-44.48,-2.04,2088.24,2137.12,2084.63,689897,14960781,1938,0.25,0.5,6,2020
"2831",2831,2020-06-15,2030.82,-101.48,-4.76,2114.41,2129.67,2030.82,1072278,18242465,1734,0.25,0.5,6,2020
"2832",2832,2020-06-16,2138.05,107.23,5.28,2091.09,2138.08,2079.02,973639,13837057,1952,0.25,0.5,6,2020
"2833",2833,2020-06-17,2141.05,3,0.14,2133.18,2154.37,2105.26,927516,15458440,1963,0.25,0.5,6,2020
"2834",2834,2020-06-18,2133.48,-7.57,-0.35,2134.35,2145.13,2120.29,767184,11089871,1941,0.25,0.5,6,2020
"2835",2835,2020-06-19,2141.32,7.84,0.37,2153.09,2153.57,2108.91,1079453,12300498,1964,0.25,0.5,6,2020
"2836",2836,2020-06-22,2126.73,-14.59,-0.68,2126.38,2142.88,2122.1,789372,10098315,1933,0.25,0.5,6,2020
"2837",2837,2020-06-23,2131.24,4.51,0.21,2149.13,2158.15,2110.51,917567,13496081,1936,0.25,0.5,6,2020
"2838",2838,2020-06-24,2161.51,30.27,1.42,2145.93,2171.86,2143.91,913896,13324798,1991,0.25,0.5,6,2020
"2839",2839,2020-06-25,2112.37,-49.14,-2.27,2130.45,2143.33,2112.37,1017721,10692627,1913,0.25,0.5,6,2020
"2840",2840,2020-06-26,2134.65,22.28,1.05,2137.47,2142.04,2115.25,761044,9821160,1943,0.25,0.5,6,2020
"2841",2841,2020-06-29,2093.48,-41.17,-1.93,2105.54,2120.5,2087.84,643156,9025868,1883,0.25,0.5,6,2020
"2842",2842,2020-06-30,2108.33,14.85,0.71,2124.38,2134.38,2108.26,708605,11699083,1907,0.25,0.5,6,2020
"2843",2843,2020-07-01,2106.7,-1.63,-0.08,2128.81,2133.55,2101.33,1116221,10232632,1905,0.25,0.5,7,2020
"2844",2844,2020-07-02,2135.37,28.67,1.36,2116.72,2135.37,2113.98,1091965,10745168,1974,0.25,0.5,7,2020
"2845",2845,2020-07-03,2152.41,17.04,0.8,2147.89,2153.54,2135.3,770055,8649544,2002,0.25,0.5,7,2020
"2846",2846,2020-07-06,2187.93,35.52,1.65,2158.95,2191.28,2157.71,666902,11656295,2056,0.25,0.5,7,2020
"2847",2847,2020-07-07,2164.17,-23.76,-1.09,2202.04,2206.79,2164.03,847434,14858393,2018,0.25,0.5,7,2020
"2848",2848,2020-07-08,2158.88,-5.29,-0.24,2166.76,2173.83,2150.89,677810,11567569,2009,0.25,0.5,7,2020
"2849",2849,2020-07-09,2167.9,9.02,0.42,2171.15,2181.48,2166.74,619368,12029950,2023,0.25,0.5,7,2020
"2850",2850,2020-07-10,2150.25,-17.65,-0.81,2171.44,2171.52,2140.29,886987,12048058,1998,0.25,0.5,7,2020
"2851",2851,2020-07-13,2186.06,35.81,1.67,2170.51,2188.8,2163.07,650231,10462266,2054,0.25,0.5,7,2020
"2852",2852,2020-07-14,2183.61,-2.45,-0.11,2176.43,2183.61,2165.6,810952,11633360,2049,0.25,0.5,7,2020
"2853",2853,2020-07-15,2201.88,18.27,0.84,2208.73,2216.97,2190.66,830266,13641396,2069,0.25,0.5,7,2020
"2854",2854,2020-07-16,2183.76,-18.12,-0.82,2203.3,2207.34,2177.82,784637,11304254,2051,0.25,0.5,7,2020
"2855",2855,2020-07-17,2201.19,17.43,0.8,2187.85,2204.2,2187.85,569297,10191103,2068,0.25,0.5,7,2020
"2856",2856,2020-07-20,2198.2,-2.99,-0.14,2209.59,2209.59,2183.83,686819,12025004,2064,0.25,0.5,7,2020
"2857",2857,2020-07-21,2228.83,30.63,1.39,2219.19,2234.86,2214.28,918483,15759333,2098,0.25,0.5,7,2020
"2858",2858,2020-07-22,2228.66,-0.17,-0.01,2228.2,2238.86,2221.62,856218,15651893,2100,0.25,0.5,7,2020
"2859",2859,2020-07-23,2216.19,-12.47,-0.56,2227.24,2227.24,2202.99,934542,16328983,2080,0.25,0.5,7,2020
"2860",2860,2020-07-24,2200.44,-15.75,-0.71,2196.73,2219.57,2195.49,1001025,17156947,2070,0.25,0.5,7,2020
"2861",2861,2020-07-27,2217.86,17.42,0.79,2203.48,2231.25,2203.48,928625,14256877,2083,0.25,0.5,7,2020
"2862",2862,2020-07-28,2256.99,39.13,1.76,2238.19,2266,2237.21,866726,17516982,2154,0.25,0.5,7,2020
"2863",2863,2020-07-29,2263.16,6.17,0.27,2258.35,2276.79,2252.24,899494,15500572,2180,0.25,0.5,7,2020
"2864",2864,2020-07-30,2267.01,3.85,0.17,2275.33,2281.33,2263.81,713039,13550209,2193,0.25,0.5,7,2020
"2865",2865,2020-07-31,2249.37,-17.64,-0.78,2278.53,2281.41,2248.49,739689,13002293,2140,0.25,0.5,7,2020
"2866",2866,2020-08-03,2251.04,1.67,0.07,2251.65,2254.38,2237.04,648462,13612906,2147,0.25,0.5,8,2020
"2867",2867,2020-08-04,2279.97,28.93,1.29,2272.33,2284.66,2269.69,722906,15287235,2224,0.25,0.5,8,2020
"2868",2868,2020-08-05,2311.86,31.89,1.4,2289.23,2312.14,2283.95,841299,17883091,2261,0.25,0.5,8,2020
"2869",2869,2020-08-06,2342.61,30.75,1.33,2322.64,2352.48,2322.64,797147,17831686,2296,0.25,0.5,8,2020
"2870",2870,2020-08-07,2351.67,9.06,0.39,2349.25,2362.24,2333.62,812595,17585764,2306,0.25,0.5,8,2020
"2871",2871,2020-08-10,2386.38,34.71,1.48,2353.92,2390.51,2349.33,784617,19511322,2377,0.25,0.5,8,2020
"2872",2872,2020-08-11,2418.67,32.29,1.35,2396.11,2429.36,2396.11,843438,19680402,2443,0.25,0.5,8,2020
"2873",2873,2020-08-12,2432.35,13.68,0.57,2414.78,2432.35,2393.27,763735,16680056,2468,0.25,0.5,8,2020
"2874",2874,2020-08-13,2437.53,5.18,0.21,2455.28,2458.17,2412.49,907219,18250023,2481,0.25,0.5,8,2020
"2875",2875,2020-08-14,2407.49,-30.04,-1.23,2427.85,2435,2383.69,968125,16595686,2426,0.25,0.5,8,2020
"2876",2876,2020-08-18,2348.24,-59.25,-2.46,2405.84,2419.65,2336.78,909750,17572479,2305,0.25,0.5,8,2020
"2877",2877,2020-08-19,2360.54,12.3,0.52,2370.87,2380.1,2353.17,637965,12367503,2320,0.25,0.5,8,2020
"2878",2878,2020-08-20,2274.22,-86.32,-3.66,2339.91,2357.08,2270.85,903744,17101785,2217,0.25,0.5,8,2020
"2879",2879,2020-08-21,2304.59,30.37,1.34,2306.16,2329.34,2280.97,865736,14111672,2256,0.25,0.5,8,2020
"2880",2880,2020-08-24,2329.83,25.24,1.1,2309.38,2332.33,2283.48,649277,11654193,2284,0.25,0.5,8,2020
"2881",2881,2020-08-25,2366.73,36.9,1.58,2352.15,2369.78,2340.97,771585,13567980,2336,0.25,0.5,8,2020
"2882",2882,2020-08-26,2369.32,2.59,0.11,2367.74,2374.68,2336.98,956478,14435847,2342,0.25,0.5,8,2020
"2883",2883,2020-08-27,2344.45,-24.87,-1.05,2371.95,2373.36,2344.38,913917,15184934,2298,0.25,0.5,8,2020
"2884",2884,2020-08-28,2353.8,9.35,0.4,2362.22,2379.26,2345.28,1297312,15539938,2309,0.25,0.5,8,2020
"2885",2885,2020-08-31,2326.17,-27.63,-1.17,2377.09,2381.5,2326.06,1647818,19494384,2280,0.25,0.5,8,2020
"2886",2886,2020-09-01,2349.55,23.38,1.01,2340.19,2355.9,2331.23,1085245,16664315,2304,0.25,0.5,9,2020
"2887",2887,2020-09-02,2364.37,14.82,0.63,2363.43,2369.57,2341.29,1429273,15793103,2325,0.25,0.5,9,2020
"2888",2888,2020-09-03,2395.9,31.53,1.33,2383.26,2401.78,2382.23,981546,17420977,2399,0.25,0.5,9,2020
"2889",2889,2020-09-04,2368.25,-27.65,-1.15,2332.68,2371.02,2332.68,1351039,19692978,2339,0.25,0.5,9,2020
"2890",2890,2020-09-07,2384.22,15.97,0.67,2369.85,2387.49,2362.42,1197385,17183376,2372,0.25,0.5,9,2020
"2891",2891,2020-09-08,2401.91,17.69,0.74,2402.66,2407.56,2391.43,979357,17297864,2412,0.25,0.5,9,2020
"2892",2892,2020-09-09,2375.81,-26.1,-1.09,2372.53,2388.85,2369.12,946247,15502531,2357,0.25,0.5,9,2020
"2893",2893,2020-09-10,2396.48,20.67,0.87,2404.83,2406.68,2388.56,1064574,15782939,2404,0.25,0.5,9,2020
"2894",2894,2020-09-11,2396.69,0.21,0.01,2389.76,2397.56,2374,882880,12068892,2406,0.25,0.5,9,2020
"2895",2895,2020-09-14,2427.91,31.22,1.3,2418.33,2429.07,2410.79,963083,12021767,2467,0.25,0.5,9,2020
"2896",2896,2020-09-15,2443.58,15.67,0.65,2434.59,2444.57,2423.79,849969,11840594,2493,0.25,0.5,9,2020
"2897",2897,2020-09-16,2435.92,-7.66,-0.31,2442.72,2450.53,2429.94,772938,11855357,2485,0.25,0.5,9,2020
"2898",2898,2020-09-17,2406.17,-29.75,-1.22,2430.77,2437.02,2398.69,853740,14235036,2427,0.25,0.5,9,2020
"2899",2899,2020-09-18,2412.4,6.23,0.26,2413.53,2417.81,2396.33,756517,13965197,2436,0.25,0.5,9,2020
"2900",2900,2020-09-21,2389.39,-23.01,-0.95,2412.44,2427.17,2379.38,1041993,14215076,2388,0.25,0.5,9,2020
"2901",2901,2020-09-22,2332.59,-56.8,-2.38,2388.14,2388.49,2323.58,1051028,17896726,2292,0.25,0.5,9,2020
"2902",2902,2020-09-23,2333.24,0.65,0.03,2352.56,2354.46,2287.44,735042,13562935,2293,0.25,0.5,9,2020
"2903",2903,2020-09-24,2272.7,-60.54,-2.59,2295.62,2309.74,2268.88,714881,12469005,2223,0.25,0.5,9,2020
"2904",2904,2020-09-25,2278.79,6.09,0.27,2295.19,2296.36,2267.63,697962,10181604,2233,0.25,0.5,9,2020
"2905",2905,2020-09-28,2308.08,29.29,1.29,2301.16,2314.81,2291.32,605977,8971172,2264,0.25,0.5,9,2020
"2906",2906,2020-09-29,2327.89,19.81,0.86,2331.51,2339.83,2320.04,646218,9487147,2286,0.25,0.5,9,2020
"2907",2907,2020-10-05,2358,30.11,1.29,2330.55,2364.73,2327.83,763618,10682774,2318,0.25,0.5,10,2020
"2908",2908,2020-10-06,2365.9,7.9,0.34,2369.17,2378.28,2355.39,861755,11131424,2340,0.25,0.5,10,2020
"2909",2909,2020-10-07,2386.94,21.04,0.89,2350.82,2387.45,2347.82,737994,8971101,2383,0.25,0.5,10,2020
"2910",2910,2020-10-08,2391.96,5.02,0.21,2408.49,2409.01,2383.82,961726,12530442,2401,0.25,0.5,10,2020
"2911",2911,2020-10-12,2403.73,11.77,0.49,2404.18,2409.42,2393.74,843574,10693283,2421,0.25,0.5,10,2020
"2912",2912,2020-10-13,2403.15,-0.58,-0.02,2416.85,2418.89,2385.87,724920,10203178,2425,0.25,0.5,10,2020
"2913",2913,2020-10-14,2380.48,-22.67,-0.94,2403.74,2405.56,2375.54,901177,11018495,2379,0.25,0.5,10,2020
"2914",2914,2020-10-15,2361.21,-19.27,-0.81,2375.91,2376.73,2348.74,1165501,13029475,2363,0.25,0.5,10,2020
"2915",2915,2020-10-16,2341.53,-19.68,-0.83,2363.88,2370.73,2325.03,920205,11141460,2317,0.25,0.5,10,2020
"2916",2916,2020-10-19,2346.74,5.21,0.22,2352.92,2364.25,2344.77,931645,10490730,2331,0.25,0.5,10,2020
"2917",2917,2020-10-20,2358.41,11.67,0.5,2333.56,2358.41,2322.06,874293,11833548,2359,0.25,0.5,10,2020
"2918",2918,2020-10-21,2370.86,12.45,0.53,2363.03,2371.74,2356.32,812837,9864098,2385,0.25,0.5,10,2020
"2919",2919,2020-10-22,2355.05,-15.81,-0.67,2355.61,2360.22,2339.73,815612,9774989,2354,0.25,0.5,10,2020
"2920",2920,2020-10-23,2360.81,5.76,0.24,2364.84,2368.57,2344.49,890385,10724122,2365,0.25,0.5,10,2020
"2921",2921,2020-10-26,2343.91,-16.9,-0.72,2366.5,2374.5,2342.58,822268,11654274,2330,0.25,0.5,10,2020
"2922",2922,2020-10-27,2330.84,-13.07,-0.56,2328.66,2349.33,2321.23,666942,11269186,2307,0.25,0.5,10,2020
"2923",2923,2020-10-28,2345.26,14.42,0.62,2324.18,2345.46,2316.47,705770,8941028,2332,0.25,0.5,10,2020
"2924",2924,2020-10-29,2326.67,-18.59,-0.79,2312.34,2330.17,2299.91,509768,10357788,2301,0.25,0.5,10,2020
"2925",2925,2020-10-30,2267.15,-59.52,-2.56,2319.56,2320.2,2266.93,795585,11782118,2237,0.25,0.5,10,2020
"2926",2926,2020-11-02,2300.16,33.01,1.46,2276.61,2302.64,2267.95,678501,8514452,2272,0.25,0.5,11,2020
"2927",2927,2020-11-03,2343.31,43.15,1.88,2315.81,2344.77,2315.3,887445,10874229,2323,0.25,0.5,11,2020
"2928",2928,2020-11-04,2357.32,14.01,0.6,2361.32,2371.14,2339.95,986786,14835039,2355,0.25,0.5,11,2020
"2929",2929,2020-11-05,2413.79,56.47,2.4,2373.41,2413.79,2370.85,702037,12578752,2474,0.25,0.5,11,2020
"2930",2930,2020-11-06,2416.5,2.71,0.11,2421.79,2431.11,2404.97,825569,12579333,2478,0.25,0.5,11,2020
"2931",2931,2020-11-09,2447.2,30.7,1.27,2438.63,2459.15,2434.52,1354863,14847225,2503,0.25,0.5,11,2020
"2932",2932,2020-11-10,2452.83,5.63,0.23,2453.95,2457.94,2435.59,1464168,17981336,2505,0.25,0.5,11,2020
"2933",2933,2020-11-11,2485.87,33.04,1.35,2459.5,2488.04,2459.5,1272039,18307326,2508,0.25,0.5,11,2020
"2934",2934,2020-11-12,2475.62,-10.25,-0.41,2482.68,2488.79,2467.04,1278692,16420010,2507,0.25,0.5,11,2020
"2935",2935,2020-11-13,2493.87,18.25,0.74,2470.12,2495.77,2460.96,1072383,17043855,2509,0.25,0.5,11,2020
"2936",2936,2020-11-16,2543.03,49.16,1.97,2507.46,2546.37,2507.46,1239135,19088400,2511,0.25,0.5,11,2020
"2937",2937,2020-11-17,2539.15,-3.88,-0.15,2544.12,2556.09,2533.34,1267495,17795513,2510,0.25,0.5,11,2020
"2938",2938,2020-11-18,2545.64,6.49,0.26,2548.85,2553.95,2536.78,923504,13554048,2512,0.25,0.5,11,2020
"2939",2939,2020-11-19,2547.42,1.78,0.07,2536.89,2548.95,2529.53,976483,12515007,2513,0.25,0.5,11,2020
"2940",2940,2020-11-20,2553.5,6.08,0.24,2544.06,2558.21,2539.79,1129501,12266186,2514,0.25,0.5,11,2020
"2941",2941,2020-11-23,2602.59,49.09,1.92,2560.04,2605.58,2553.7,1649443,15763526,2517,0.25,0.5,11,2020
"2942",2942,2020-11-24,2617.76,15.17,0.58,2616.28,2628.52,2605.03,1364506,16886574,2518,0.25,0.5,11,2020
"2943",2943,2020-11-25,2601.54,-16.22,-0.62,2637.34,2642.26,2583.41,1410105,21795848,2516,0.25,0.5,11,2020
"2944",2944,2020-11-26,2625.91,24.37,0.94,2605.73,2625.97,2592.43,1387435,12714565,2519,0.25,0.5,11,2020
"2945",2945,2020-11-27,2633.45,7.54,0.29,2624.8,2635,2618.47,1196042,12641691,2520,0.25,0.5,11,2020
"2946",2946,2020-11-30,2591.34,-42.11,-1.6,2648.05,2648.66,2591.34,1311831,21231832,2515,0.25,0.5,11,2020
"2947",2947,2020-12-01,2634.25,42.91,1.66,2613.42,2638.87,2611.67,1151129,15947293,2521,0.25,0.5,12,2020
"2948",2948,2020-12-02,2675.9,41.65,1.58,2645.88,2677.26,2644.53,1076204,17506705,2522,0.25,0.5,12,2020
"2949",2949,2020-12-03,2696.22,20.32,0.76,2686.38,2696.22,2672.85,817066,15605054,2523,0.25,0.5,12,2020
"2950",2950,2020-12-04,2731.45,35.23,1.31,2705.34,2742.77,2705.34,1778897,19875836,2525,0.25,0.5,12,2020
"2951",2951,2020-12-07,2745.44,13.99,0.51,2738.11,2754.01,2711.42,1499265,17933012,2527,0.25,0.5,12,2020
"2952",2952,2020-12-08,2700.93,-44.51,-1.62,2745.13,2747.45,2700.92,1415240,17157199,2524,0.25,0.5,12,2020
"2953",2953,2020-12-09,2755.47,54.54,2.02,2703.3,2755.47,2703.3,1252305,17007606,2529,0.25,0.5,12,2020
"2954",2954,2020-12-10,2746.46,-9.01,-0.33,2750.34,2765.46,2718.7,1227651,20630647,2528,0.25,0.5,12,2020
"2955",2955,2020-12-11,2770.06,23.6,0.86,2754.16,2781.04,2754.16,1215239,18329100,2533,0.25,0.5,12,2020
"2956",2956,2020-12-14,2762.2,-7.86,-0.28,2769.43,2782.79,2755.29,1113631,17012253,2532,0.25,0.5,12,2020
"2957",2957,2020-12-15,2756.82,-5.38,-0.19,2763.65,2769.37,2735.08,1093523,15537969,2530,0.25,0.5,12,2020
"2958",2958,2020-12-16,2771.79,14.97,0.54,2763.64,2781.08,2761.5,1166638,13649677,2536,0.25,0.5,12,2020
"2959",2959,2020-12-17,2770.43,-1.36,-0.05,2769.89,2772.71,2742.25,1015484,16275329,2534,0.25,0.5,12,2020
"2960",2960,2020-12-18,2772.18,1.75,0.06,2770.95,2782.15,2762.8,1059144,19166225,2535,0.25,0.5,12,2020
"2961",2961,2020-12-21,2778.65,6.47,0.23,2771.98,2780.24,2747.09,1139514,18972231,2537,0.25,0.5,12,2020
"2962",2962,2020-12-22,2733.68,-44.97,-1.62,2772.03,2774.22,2733.64,1260762,19881378,2526,0.25,0.5,12,2020
"2963",2963,2020-12-23,2759.82,26.14,0.96,2737.74,2769.08,2716.28,1121347,20281218,2531,0.25,0.5,12,2020
"2964",2964,2020-12-24,2806.86,47.04,1.7,2762.6,2812.16,2762.6,1030890,19984695,2538,0.25,0.5,12,2020
"2965",2965,2020-12-28,2808.6,1.74,0.06,2820.95,2834.59,2799.56,1006250,24197781,2539,0.25,0.5,12,2020
"2966",2966,2020-12-29,2820.51,11.91,0.42,2810.55,2823.44,2792.06,1046839,19299049,2540,0.25,0.5,12,2020
"2967",2967,2020-12-30,2873.47,52.96,1.88,2820.36,2878.21,2809.35,1074033,17928855,2541,0.25,0.5,12,2020
"2968",2968,2021-01-04,2944.45,70.98,2.47,2874.5,2946.54,2869.11,1026510,25011394,2608,0.25,0.5,1,2021
"2969",2969,2021-01-05,2990.57,46.12,1.57,2943.67,2990.57,2921.84,1519912,26548380,2613,0.25,0.5,1,2021
"2970",2970,2021-01-06,2968.21,-22.36,-0.75,2993.34,3027.16,2961.37,1793419,29909396,2610,0.25,0.5,1,2021
"2971",2971,2021-01-07,3031.68,63.47,2.14,2980.75,3055.28,2980.75,1524655,27182807,2619,0.25,0.5,1,2021
"2972",2972,2021-01-08,3152.18,120.5,3.97,3040.11,3161.11,3040.11,1297903,40909490,2671,0.25,0.5,1,2021
"2973",2973,2021-01-11,3148.45,-3.73,-0.12,3161.9,3266.23,3096.19,1712526,44433772,2673,0.25,0.5,1,2021
"2974",2974,2021-01-12,3125.95,-22.5,-0.71,3145.87,3154.79,3047.56,1390618,31407397,2662,0.25,0.5,1,2021
"2975",2975,2021-01-13,3148.29,22.34,0.71,3128.26,3164.37,3109.63,1578042,24725590,2669,0.25,0.5,1,2021
"2976",2976,2021-01-14,3149.93,1.64,0.05,3148.65,3159.03,3128.72,1233183,24122957,2672,0.25,0.5,1,2021
"2977",2977,2021-01-15,3085.9,-64.03,-2.03,3153.84,3189.9,3085.9,1331079,23162292,2641,0.25,0.5,1,2021
"2978",2978,2021-01-18,3013.93,-71.97,-2.33,3079.9,3079.9,3003.89,1472049,23186884,2616,0.25,0.5,1,2021
"2979",2979,2021-01-19,3092.66,78.73,2.61,3013.05,3107,3011.32,1353312,24190453,2645,0.25,0.5,1,2021
"2980",2980,2021-01-20,3114.55,21.89,0.71,3115.04,3145.01,3077.15,1192695,24628057,2655,0.25,0.5,1,2021
"2981",2981,2021-01-21,3160.84,46.29,1.49,3123.27,3163.21,3123.27,1360065,25279965,2677,0.25,0.5,1,2021
"2982",2982,2021-01-22,3140.63,-20.21,-0.64,3163.83,3185.26,3140.6,1111223,24305356,2667,0.25,0.5,1,2021
"2983",2983,2021-01-25,3208.99,68.36,2.18,3144.01,3212.22,3142.8,1093653,21172003,2708,0.25,0.5,1,2021
"2984",2984,2021-01-26,3140.31,-68.68,-2.14,3203.96,3209.18,3132.67,873024,21874954,2666,0.25,0.5,1,2021
"2985",2985,2021-01-27,3122.56,-17.75,-0.57,3143.46,3182.53,3118.89,924582,20147107,2659,0.25,0.5,1,2021
"2986",2986,2021-01-28,3069.05,-53.51,-1.71,3114.98,3114.98,3046.64,1310455,23007883,2633,0.25,0.5,1,2021
"2987",2987,2021-01-29,2976.21,-92.84,-3.03,3078.73,3100.22,2962.7,995071,24350307,2611,0.25,0.5,1,2021
"2988",2988,2021-02-01,3056.53,80.32,2.7,2976.81,3056.87,2947.24,969262,20724667,2628,0.25,0.5,2,2021
"2989",2989,2021-02-02,3096.81,40.28,1.32,3065.56,3138.95,3065.56,887314,19143871,2649,0.25,0.5,2,2021
"2990",2990,2021-02-03,3129.68,32.87,1.06,3108.42,3142.26,3091.85,901789,22427782,2663,0.25,0.5,2,2021
"2991",2991,2021-02-04,3087.55,-42.13,-1.35,3135.02,3135.02,3068.46,1460946,20648473,2644,0.25,0.5,2,2021
"2992",2992,2021-02-05,3120.63,33.08,1.07,3098.49,3124.62,3081.78,1193487,19789811,2661,0.25,0.5,2,2021
